Name	cz	groupcz	logstellarmass	RA	DEC	Tel	F21	e_F21	rms	limflag	confused	F21corr	eF21corr-rand	eF21corr-sys	deconf-mode	groupid-s	groupmass-s	groupid-b	groupmass-b	dens-s	dens-corr-s	dens-b	dens-corr-b	dist-s	f_dist-s	dist-b	f_dist-b
rs0478	6685.3	6686.45	9.93	172.07342	2.65405	ALFALFA	6.13	0.11	2.42	0	1	6.16	0.11	3.32	1	15831	11.57	26126	12.2	11.46	11.46	11.85	11.85	4.18	0	0.0	0
rs0480	5809.0	5809.23	8.59	172.12873000000002	0.78263	ALFALFA	0.96	0.09	2.92	0	0	0.0	0.0	0.0	0	0	0.0	23872	11.08	0.0	0.0	11.82	11.82	0.0	0	2.66	0
rs0485	6420.6	6417.24	8.35	172.24999	3.8540099999999997	ALFALFA	0.74	0.1	2.69	0	0	0.0	0.0	0.0	0	0	0.0	26326	11.03	0.0	0.0	11.32	11.32	0.0	0	2.73	0
rs0487	4603.8	4603.8	8.31	172.36913	0.11305	ALFALFA	2.01	0.08	2.85	0	0	0.0	0.0	0.0	0	0	0.0	20267	11.11	0.0	0.0	10.04	10.22	0.0	0	24.57	1
rs0491	6636.0	6631.68	9.95	172.40547	3.15624	GBT	0.67	0.06	0.95	0	0	0.0	0.0	0.0	0	13703	11.67	23972	11.57	12.06	12.06	12.12	12.12	2.14	0	2.26	0
rs0492	4904.0	4904.0	8.65	172.4499	1.13795	ALFALFA	1.14	0.08	3.03	0	0	0.0	0.0	0.0	0	0	0.0	26331	11.04	0.0	0.0	10.79	10.82	0.0	0	28.25	1
rs0494	6514.0	6519.37	9.73	172.65663999999998	3.7566599999999997	ALFALFA	1.07	0.09	2.49	0	0	0.0	0.0	0.0	0	10536	11.44	20637	11.38	11.52	11.52	11.97	11.97	1.29	0	1.37	0
rs0496	4984.2	4982.42	9.39	172.73633999999998	2.28717	ALFALFA	2.37	0.07	2.04	0	0	0.0	0.0	0.0	0	12762	11.24	22965	11.28	10.36	10.36	10.83	10.83	27.96	1	25.99	1
rs0498	6482.4	6483.47	10.89	172.92129	3.48806	ALFALFA	1.12	0.13	3.2	0	0	0.0	0.0	0.0	0	10577	12.48	20683	12.41	11.58	11.58	11.83	11.83	0.0	0	0.0	0
rs0502	5696.5	5696.45	9.83	173.04327	1.20739	ALFALFA	2.59	0.14	2.85	0	0	0.0	0.0	0.0	0	15340	11.54	25634	11.54	11.55	11.55	12.22	12.22	1.16	0	1.1	0
rs0503	5717.9	5762.15	10.63	173.05588	0.81935	ALFALFA	8.43	0.14	2.9	0	1	7.66	0.19	1.53	2	10592	12.51	20697	12.59	11.76	11.76	12.66	12.66	0.0	0	0.0	0
rs0505	5752.9	5762.15	10.73	173.08993	0.80404	ALFALFA	6.39	0.23	3.2	0	1	1.29	0.25	0.93	3	10592	12.51	20697	12.59	11.76	11.76	12.66	12.66	0.0	0	0.0	0
rs0508	5713.3	5706.34	8.87	173.22323	0.56815	ALFALFA	1.65	0.11	3.12	0	0	0.0	0.0	0.0	0	0	0.0	23863	11.2	0.0	0.0	12.22	12.22	0.0	0	0.79	0
rs0509	5573.4	5575.43	10.03	173.33965	0.7988	GBT	0.99	0.07	1.0	0	0	0.0	0.0	0.0	0	10659	11.56	20770	11.46	11.96	11.96	12.48	12.48	0.76	0	0.72	0
rs0511	5807.5	5792.91	9.71	173.51621	2.9734700000000003	GBT	0.12	0.0	0.91	1	0	0.0	0.0	0.0	0	14856	11.47	25135	11.31	10.92	10.92	10.79	10.79	6.07	1	5.63	0
rs0516	5085.3	5081.88	9.07	173.77043	2.55144	ALFALFA	3.39	0.07	2.14	0	0	0.0	0.0	0.0	0	10709	11.21	20822	11.34	11.01	11.01	11.08	11.08	25.06	1	5.01	0
rs0517	6233.1	6233.56	9.49	173.78108999999998	4.22101	GBT	0.54	0.06	1.14	0	0	0.0	0.0	0.0	0	14837	11.36	25115	11.24	11.57	11.57	11.09	11.09	3.72	0	3.96	0
rs0519	5776.9	5768.39	9.95	173.90386999999998	0.12778	ALFALFA	3.07	0.12	3.01	0	0	0.0	0.0	0.0	0	10727	11.52	20839	11.55	11.74	11.74	11.26	11.26	3.19	0	3.01	0
rs0520	5208.8	5201.73	8.79	173.9117	1.35762	ALFALFA	3.37	0.08	2.73	0	0	0.0	0.0	0.0	0	0	0.0	23897	11.32	0.0	0.0	11.14	11.14	0.0	0	8.5	0
rs0521	6574.8	6566.44	8.97	174.11386000000002	3.97546	ALFALFA	1.3	0.09	2.4	0	0	0.0	0.0	0.0	0	13731	11.12	24002	11.22	10.91	10.91	10.89	10.89	4.46	0	4.75	0
rs0522	6634.6	6630.17	9.43	174.22603999999998	4.12369	ALFALFA	1.5	0.07	2.26	0	0	0.0	0.0	0.0	0	10802	11.35	20914	11.35	10.93	10.93	10.79	10.79	5.08	0	5.41	0
rs0524	5549.7	5515.04	8.71	174.40726999999998	3.3245400000000003	ALFALFA	2.32	0.09	2.64	0	0	0.0	0.0	0.0	0	0	0.0	23976	11.25	0.0	0.0	11.5	11.5	0.0	0	1.68	0
rs0528	5436.4	5483.53	10.23	174.72886	3.5809900000000003	ALFALFA	4.79	0.08	2.59	0	1	4.78	0.07	4.61	1	10844	11.98	20958	12.09	11.34	11.34	11.64	11.64	4.91	1	0.0	0
rs0531	5598.3	5483.53	10.07	174.8618	3.47114	ALFALFA	5.6	0.11	2.87	0	0	0.0	0.0	0.0	0	10844	11.98	20958	12.09	11.34	11.34	11.64	11.64	4.91	1	0.0	0
rs0532	5737.9	5737.3	9.05	174.87362	0.11662	AO	0.33	0.05	2.03	0	0	0.0	0.0	0.0	0	13596	11.18	0	0.0	11.52	11.52	0.0	0.0	5.06	1	0.0	0
rs0533	5613.4	5618.47	10.09	174.91005	4.46569	ALFALFA	3.92	0.11	2.61	0	0	0.0	0.0	0.0	0	10854	11.64	20969	11.67	11.92	11.92	11.89	11.89	5.17	1	3.72	0
rs0534	6789.1	6786.3	8.89	175.04933	3.56785	GBT	0.51	0.04	0.97	0	0	0.0	0.0	0.0	0	0	0.0	26351	11.05	0.0	0.0	10.85	10.85	0.0	0	8.12	0
rs0536	5879.0	5938.13	9.15	175.07898	4.26971	ALFALFA	0.54	0.06	2.27	0	0	0.0	0.0	0.0	0	14838	11.2	25116	11.09	11.7	11.7	11.67	11.67	5.27	1	3.3	0
rs0537	5817.1	5813.66	9.83	175.20721	1.7589	AO	0.37	0.04	0.96	0	0	0.0	0.0	0.0	0	13500	11.46	23746	11.31	10.68	10.68	10.74	10.74	4.68	1	5.14	1
rs0538	5947.5	5943.5	9.75	175.21391	4.80969	ALFALFA	2.04	0.1	2.43	0	0	0.0	0.0	0.0	0	10866	11.47	20984	11.46	12.22	12.22	12.01	12.01	5.36	1	5.6	0
rs0540	5370.1	5273.38	10.07	175.25666999999999	1.4934	GBT	0.29	0.0	1.87	1	0	0.0	0.0	0.0	0	10869	11.58	20987	11.44	10.93	10.93	10.99	10.99	6.19	0	4.63	1
rs0541	5957.9	5958.39	9.29	175.29068	4.62574	GBT	0.24	0.04	0.81	0	0	0.0	0.0	0.0	0	14887	11.25	26353	11.07	11.95	11.95	11.92	11.93	5.08	0	5.02	0
rs0542	5104.9	5103.48	8.49	175.34241	0.12758	ALFALFA	1.55	0.08	2.83	0	0	0.0	0.0	0.0	0	0	0.0	23847	11.12	0.0	0.0	11.83	11.83	0.0	0	12.26	1
rs0543	6740.7	6738.6	8.73	175.43114	3.78191	ALFALFA	1.19	0.07	2.39	0	0	0.0	0.0	0.0	0	0	0.0	23993	11.19	0.0	0.0	10.63	10.63	0.0	0	9.57	0
rs0545	5829.2	5829.2	8.25	175.46212	2.39309	ALFALFA	1.7	0.1	2.53	0	0	0.0	0.0	0.0	0	0	0.0	20372	11.54	0.0	0.0	11.35	11.35	0.0	0	4.93	1
rs0546	5769.9	5791.35	9.23	175.46726999999998	2.58203	ALFALFA	3.59	0.07	2.16	0	0	0.0	0.0	0.0	0	10878	11.26	20372	11.54	11.38	11.38	11.35	11.35	4.5	1	4.93	1
rs0547	5400.2	5368.51	9.65	175.55119	0.33411	ALFALFA	5.43	0.12	3.04	0	0	0.0	0.0	0.0	0	10251	11.42	20373	11.58	11.48	11.48	11.48	11.48	6.99	1	4.67	1
rs0549	5380.9	5368.51	9.01	175.72454	0.16185	ALFALFA	1.1	0.09	3.05	0	0	0.0	0.0	0.0	0	10886	11.16	21005	11.3	11.42	11.42	11.38	11.38	7.52	1	4.52	1
rs0552	5358.6	5358.75	8.39	175.8548	0.013869999999999999	ALFALFA	1.38	0.1	3.02	0	0	0.0	0.0	0.0	0	0	0.0	21005	11.3	0.0	0.0	11.38	11.38	0.0	0	4.52	1
rs0553	6166.5	6164.74	8.67	175.90281000000002	4.92975	ALFALFA	1.11	0.08	2.26	0	0	0.0	0.0	0.0	0	0	0.0	24039	11.14	0.0	0.0	11.45	11.45	0.0	0	3.85	0
rs0554	5911.6	5914.42	10.55	176.3969	3.23192	ALFALFA	2.26	0.13	2.73	0	0	0.0	0.0	0.0	0	10919	12.1	21040	12.06	11.34	11.34	11.33	11.33	0.0	0	0.0	0
rs0555	5846.8	5827.21	9.71	176.44212	3.02979	ALFALFA	5.15	0.12	2.63	0	0	0.0	0.0	0.0	0	10924	11.41	21045	11.6	11.4	11.4	11.4	11.4	0.85	0	0.88	0
rs0556	6116.0	6139.23	8.23	176.48826	4.74714	ALFALFA	0.89	0.06	2.2	0	0	0.0	0.0	0.0	0	0	0.0	26355	11.05	0.0	0.0	11.73	11.9	0.0	0	1.85	0
rs0560	5840.8	5818.93	9.47	176.88353	2.78764	ALFALFA	0.84	0.09	3.0	0	0	0.0	0.0	0.0	0	10937	11.32	21060	11.24	11.39	11.39	11.37	11.37	2.69	0	2.78	0
rs0561	5822.0	5816.88	10.93	177.00077	4.4882	ALFALFA	1.89	0.11	2.49	0	0	0.0	0.0	0.0	0	10939	12.55	21062	12.48	11.51	11.51	11.55	11.55	0.0	0	0.0	0
rs0562	5592.4	5586.68	8.47	177.15748	0.02445	ALFALFA	1.0	0.12	3.64	0	0	0.0	0.0	0.0	0	0	0.0	26359	11.05	0.0	0.0	10.61	10.9	0.0	0	3.66	1
rs0564	5903.2	5897.85	8.91	177.23016	4.16481	ALFALFA	2.23	0.08	2.41	0	0	0.0	0.0	0.0	0	16085	11.09	25342	11.27	11.6	11.67	11.57	11.57	1.16	0	1.23	0
rs0567	5947.2	5947.41	9.49	177.62803	1.98333	AO	0.14	0.01	0.32	0	0	0.0	0.0	0.0	0	15258	11.32	25555	11.13	10.82	10.82	11.0	11.0	2.83	1	3.07	1
rs0568	5147.4	5141.83	8.69	177.88333	4.85265	ALFALFA	1.18	0.08	2.24	0	0	0.0	0.0	0.0	0	0	0.0	24037	11.1	0.0	0.0	10.65	10.65	0.0	0	12.03	0
rs0570	5180.8	5178.35	9.55	178.04672	4.35656	GBT	0.07	0.0	0.63	1	0	0.0	0.0	0.0	0	13741	11.31	24016	11.12	10.72	10.72	10.65	10.65	6.86	0	12.1	0
rs0572	6613.3	6638.12	9.69	178.09795	3.9744599999999997	ALFALFA	1.58	0.08	2.4	0	0	0.0	0.0	0.0	0	12814	11.39	23024	11.4	10.6	10.6	10.57	10.57	7.23	0	6.83	0
rs0573	5796.5	5796.54	8.67	178.14098	2.02694	ALFALFA	0.74	0.05	2.71	0	0	0.0	0.0	0.0	0	0	0.0	26364	11.02	0.0	0.0	11.06	11.06	0.0	0	2.54	0
rs0574	5975.5	5967.31	9.87	178.18088	1.7408700000000001	ALFALFA	4.58	0.09	2.63	0	0	0.0	0.0	0.0	0	10985	11.5	21110	11.62	10.7	10.7	10.87	10.87	2.39	1	2.58	1
rs0578	5916.6	5938.59	9.55	178.71382	2.9593599999999998	ALFALFA	2.08	0.07	2.62	0	0	0.0	0.0	0.0	0	11004	11.38	21129	11.39	10.83	10.83	10.84	10.84	2.16	0	2.28	0
rs0579	6698.6	6703.1	10.03	178.74177	4.66066	ALFALFA	1.09	0.09	2.29	0	0	0.0	0.0	0.0	0	11006	11.61	21131	11.55	10.97	10.97	10.94	10.94	7.36	0	6.91	0
rs0582	6607.8	6596.18	10.13	179.10883	3.7666699999999995	ALFALFA	1.39	0.1	2.57	0	0	0.0	0.0	0.0	0	12832	11.72	23041	11.68	11.1	11.1	11.44	11.44	4.6	0	4.82	0
rs0585	5778.2	5768.86	8.71	179.23604	2.80641	ALFALFA	1.22	0.09	2.49	0	0	0.0	0.0	0.0	0	0	0.0	25134	11.14	0.0	0.0	11.01	11.01	0.0	0	1.75	0
rs0587	5930.5	5856.33	10.07	179.34787	4.5431099999999995	ALFALFA	0.75	0.07	2.16	0	1	0.72	0.06	0.13	1	11027	11.62	21154	11.49	11.33	11.33	11.26	11.26	2.59	0	2.8	0
rs0588	5764.6	5856.33	9.17	179.39592	4.55622	ALFALFA	0.39	0.07	2.44	0	0	0.0	0.0	0.0	0	11027	11.62	21154	11.49	11.33	11.33	11.76	11.91	2.59	0	2.8	0
rs0590	5680.8	5680.8	9.61	179.89526	3.33815	ALFALFA	2.91	0.09	2.39	0	0	0.0	0.0	0.0	0	15854	11.38	26154	11.39	11.19	11.19	11.11	11.11	1.52	0	1.56	0
rs0591	6037.1	6021.85	10.09	180.07491000000002	0.29494000000000004	ALFALFA	1.03	0.1	2.71	0	0	0.0	0.0	0.0	0	12839	11.57	23051	11.49	12.18	12.18	12.12	12.12	1.51	1	1.73	1
rs0593	5937.6	6048.94	9.17	180.15288999999999	2.14669	GBT	0.05	0.0	0.56	1	0	0.0	0.0	0.0	0	10036	11.42	0	0.0	11.78	11.78	0.0	0.0	0.76	0	0.0	0
rs0594	6063.7	6048.94	9.05	180.24448	2.10376	AO	0.05	0.01	0.3	0	0	0.0	0.0	0.0	0	10036	11.42	0	0.0	11.78	11.78	0.0	0.0	0.76	0	0.0	0
rs0595	6068.8	6055.73	10.09	180.27084	0.11377000000000001	GBT	0.23	0.0	1.38	1	0	0.0	0.0	0.0	0	11056	11.67	21183	11.54	12.31	12.31	12.26	12.26	1.18	0	1.24	0
rs0596	6164.6	6048.94	9.35	180.30504	2.04997	AO	0.03	0.0	0.28	1	0	0.0	0.0	0.0	0	10036	11.42	20076	14.1	11.78	11.78	14.1	14.1	0.76	0	0.0	0
rs0598	6163.6	6149.99	9.89	180.33443	2.52394	GBT	0.16	0.0	1.15	1	0	0.0	0.0	0.0	0	13670	11.52	23940	11.37	11.51	11.51	13.31	13.31	0.89	0	0.85	0
rs0599	5400.2	5399.27	9.37	180.34523000000002	1.9255900000000001	AO	0.34	0.04	1.02	0	0	0.0	0.0	0.0	0	13648	11.28	23911	11.13	12.14	12.14	13.68	13.68	4.26	0	0.56	0
rs0600	6619.8	6664.16	9.33	180.38176	1.2958399999999999	AO	0.42	0.04	1.01	0	0	0.0	0.0	0.0	0	13635	11.26	23895	11.14	10.95	10.95	12.54	12.54	8.33	1	1.56	0
rs0602	6179.4	6179.62	8.95	180.39721	4.59255	AO	0.11	0.01	0.31	0	0	0.0	0.0	0.0	0	10257	12.23	0	0.0	12.71	12.71	0.0	0.0	0.0	0	0.0	0
rs0603	6151.9	6160.72	10.43	180.42088999999999	4.76999	ALFALFA	1.46	0.12	2.43	0	0	0.0	0.0	0.0	0	10257	12.23	21186	12.16	12.71	12.71	12.13	12.13	0.0	0	0.0	0
rs0608	5780.0	5758.51	10.09	180.52251	1.52597	GBT	0.18	0.0	1.77	1	0	0.0	0.0	0.0	0	12845	11.63	23057	11.49	11.97	11.97	11.55	11.55	0.52	0	0.57	0
rs0609	5974.2	5959.11	9.07	180.53978999999998	3.31065	AO	0.05	0.01	0.27	0	0	0.0	0.0	0.0	0	14862	11.15	0	0.0	12.28	12.28	0.0	0.0	1.24	0	0.0	0
rs0610	6238.0	6238.15	10.23	180.57331000000002	4.71654	GBT	0.14	0.0	0.88	1	0	0.0	0.0	0.0	0	10257	12.23	21186	12.16	12.71	12.71	12.13	12.13	0.0	0	0.0	0
rs0612	6305.5	6280.1	10.87	180.59562	4.32991	ALFALFA	1.0	0.08	2.46	0	0	0.0	0.0	0.0	0	11065	12.8	21193	12.71	12.61	12.61	11.8	11.8	0.0	0	0.0	0
rs0614	5946.3	5956.14	9.17	180.61961000000002	2.28857	AO	0.03	0.0	0.26	1	0	0.0	0.0	0.0	0	13660	11.16	0	0.0	11.77	11.77	0.0	0.0	0.56	0	0.0	0
rs0615	6327.9	6280.1	9.21	180.62839	4.40529	ALFALFA	0.33	0.04	2.16	0	0	0.0	0.0	0.0	0	11065	12.8	21193	12.71	12.61	12.61	11.8	11.89	0.0	0	0.0	0
rs0616	5625.2	5626.58	9.39	180.63628	1.7488700000000001	AO	0.04	0.0	0.37	1	0	0.0	0.0	0.0	0	13640	11.18	20076	14.1	11.98	11.98	14.1	14.1	0.37	0	0.0	0
rs0617	5966.6	5966.63	9.73	180.64141999999998	1.8611400000000002	GBT	0.09	0.0	0.66	1	0	0.0	0.0	0.0	0	10034	14.24	20076	14.1	14.03	14.03	14.1	14.1	0.0	0	0.0	0
rs0619	5049.1	5042.3	10.29	180.67783	1.95216	ALFALFA	0.65	0.12	2.94	0	0	0.0	0.0	0.0	0	11074	11.85	21202	11.75	11.57	11.57	11.48	11.48	1.42	0	1.43	0
rs0622	6260.4	6049.7	10.71	180.7316	4.23414	ALFALFA	0.32	0.0	2.7	1	0	0.0	0.0	0.0	0	11065	12.8	21193	12.71	12.61	12.61	11.8	11.8	0.0	0	0.0	0
rs0624	5921.0	5993.37	9.21	180.73936	2.1353299999999997	ALFALFA	0.62	0.07	2.58	0	0	0.0	0.0	0.0	0	13656	11.23	23922	11.13	11.68	11.68	13.77	13.77	0.4	0	0.32	0
rs0625	6147.0	6073.9	10.71	180.74071999999998	4.84598	ALFALFA	4.8	0.12	2.31	0	0	0.0	0.0	0.0	0	11079	12.15	21208	12.17	12.63	12.63	12.29	12.29	0.0	0	0.0	0
rs0626	5635.8	5635.28	9.63	180.75393	2.83649	AO	0.48	0.03	0.56	0	0	0.0	0.0	0.0	0	13682	11.39	23955	11.26	11.54	11.54	12.17	12.17	0.83	0	0.81	0
rs0627	6509.0	6493.54	8.97	180.75833	4.11869	AO	0.1	0.01	0.36	0	0	0.0	0.0	0.0	0	14888	11.21	0	0.0	12.34	12.34	0.0	0.0	0.47	0	0.0	0
rs0629	5618.4	5993.37	10.85	180.80507	1.9509299999999998	ALFALFA	0.53	0.0	3.03	1	0	0.0	0.0	0.0	0	10034	14.24	20076	14.1	14.03	14.03	14.1	14.1	0.0	0	0.0	0
rs0632	6032.6	5993.37	9.85	180.86969	1.9765	GBT	0.17	0.0	1.71	1	0	0.0	0.0	0.0	0	10034	14.24	20076	14.1	14.03	14.03	14.1	14.1	0.0	0	0.0	0
rs0633	5878.7	5870.97	10.25	180.87288999999998	1.2294200000000002	GBT	0.44	0.0	2.78	1	0	0.0	0.0	0.0	0	12848	11.69	23059	11.58	11.78	11.78	12.7	12.7	0.5	0	0.64	0
rs0634	6116.5	6049.7	9.03	180.88092	4.1676	ALFALFA	0.41	0.09	2.7	0	0	0.0	0.0	0.0	0	11065	12.8	21193	12.71	12.61	12.61	11.8	11.89	0.0	0	0.0	0
rs0636	5695.4	5602.35	9.73	180.88394	3.3977699999999995	GBT	0.66	0.04	0.66	0	0	0.0	0.0	0.0	0	11086	12.68	21215	12.6	12.36	12.36	12.14	12.14	0.0	0	0.0	0
rs0638	5683.5	5993.37	8.97	180.8932	2.17902	GBT	0.07	0.0	0.78	1	0	0.0	0.0	0.0	0	10034	14.24	0	0.0	14.03	14.03	0.0	0.0	0.0	0	0.0	0
rs0639	5477.0	5993.37	8.91	180.90007	2.04998	GBT	0.08	0.0	0.71	1	0	0.0	0.0	0.0	0	11090	12.14	0	0.0	10.58	10.71	0.0	0.0	0.0	0	0.0	0
rs0640	5514.9	5602.35	9.09	180.90098999999998	3.75654	AO	0.31	0.02	0.4	0	0	0.0	0.0	0.0	0	11086	12.68	0	0.0	12.36	12.36	0.0	0.0	0.0	0	0.0	0
rs0641	5664.3	5666.8	9.23	180.90395	2.6305099999999997	GBT	0.06	0.0	0.48	1	0	0.0	0.0	0.0	0	13672	11.21	0	0.0	11.83	11.83	0.0	0.0	0.65	0	0.0	0
rs0642	5531.0	5993.37	10.59	180.90668	2.047	ALFALFA	0.53	0.0	3.02	1	0	0.0	0.0	0.0	0	10034	14.24	20076	14.1	14.03	14.03	14.1	14.1	0.0	0	0.0	0
rs0643	5536.5	5602.35	8.97	180.91267	3.6459099999999998	AO	0.02	0.0	0.25	1	0	0.0	0.0	0.0	0	11086	12.68	0	0.0	12.36	12.36	0.0	0.0	0.0	0	0.0	0
rs0647	5666.2	5993.37	10.35	180.93479	1.8360900000000002	ALFALFA	0.43	0.0	2.94	1	0	0.0	0.0	0.0	0	10034	14.24	20076	14.1	14.03	14.03	14.1	14.1	0.0	0	0.0	0
rs0648	5895.7	5993.37	10.67	180.93601	1.6951900000000002	ALFALFA	0.53	0.0	2.82	1	0	0.0	0.0	0.0	0	10034	14.24	20076	14.1	14.03	14.03	14.1	14.1	0.0	0	0.0	0
rs0649	6115.0	5993.37	9.67	180.94833	2.01722	GBT	0.09	0.0	0.92	1	0	0.0	0.0	0.0	0	10034	14.24	20076	14.1	14.03	14.03	14.1	14.1	0.0	0	0.0	0
rs0650	5466.9	5466.77	10.01	180.95308	4.22201	ALFALFA	5.22	0.12	2.75	0	0	0.0	0.0	0.0	0	11085	11.61	21214	11.7	11.99	11.99	11.66	11.66	1.57	0	1.9	0
rs0651	5664.2	5602.35	10.99	180.95423	3.5483	ALFALFA	0.56	0.0	2.69	1	0	0.0	0.0	0.0	0	11086	12.68	21215	12.6	12.36	12.36	12.14	12.14	0.0	0	0.0	0
rs0652	5569.3	5993.37	9.01	180.96633	1.8361299999999998	AO	0.04	0.01	0.35	0	1	0.02	0.01	0.02	1	10034	14.24	0	0.0	14.03	14.03	0.0	0.0	0.0	0	0.0	0
rs1337	7188.5	5993.37	10.13	180.97588000000002	1.8915400000000002	ALFALFA	1.24	0.2	2.81	0	0	0.0	0.0	0.0	0	10034	14.24	21217	13.32	14.03	14.03	12.57	12.57	0.0	0	0.0	0
rs0653	5950.7	5993.37	9.57	180.97756	2.18108	GBT	0.08	0.0	0.69	1	0	0.0	0.0	0.0	0	10034	14.24	20076	14.1	14.03	14.03	14.1	14.1	0.0	0	0.0	0
rs0654	5406.8	5993.37	9.33	180.98971	1.96095	GBT	0.07	0.0	0.73	1	0	0.0	0.0	0.0	0	10034	14.24	20076	14.1	14.03	14.03	14.1	14.1	0.0	0	0.0	0
rs0656	6525.7	6542.11	10.17	180.99773000000002	1.41078	GBT	0.45	0.05	0.91	0	0	0.0	0.0	0.0	0	11089	11.67	21219	11.56	11.81	11.81	12.9	12.9	2.67	0	0.67	0
rs0658	4781.5	4949.83	10.49	181.02485	1.8470799999999998	ALFALFA	0.49	0.0	2.75	1	0	0.0	0.0	0.0	0	11090	12.14	21221	12.07	10.58	10.61	11.8	11.8	0.0	0	0.0	0
rs0660	5028.4	4949.83	9.51	181.04051	1.82618	GBT	0.3	0.04	0.82	0	1	0.31	0.04	0.27	1	11090	12.14	21221	12.07	10.58	10.61	11.8	11.8	0.0	0	0.0	0
rs0662	5613.8	5993.37	9.95	181.0545	1.90021	GBT	0.22	0.0	1.84	1	0	0.0	0.0	0.0	0	10034	14.24	20076	14.1	14.03	14.03	14.1	14.1	0.0	0	0.0	0
rs0663	6121.6	5993.37	9.25	181.06208999999998	1.86674	GBT	0.06	0.0	0.59	1	0	0.0	0.0	0.0	0	10034	14.24	0	0.0	14.03	14.03	0.0	0.0	0.0	0	0.0	0
rs0664	5996.4	6023.46	9.69	181.06932	1.54629	GBT	0.64	0.05	0.97	0	1	0.45	0.04	0.45	1	10034	14.24	21224	12.8	14.03	14.03	12.98	12.98	0.0	0	0.0	0
rs0666	6186.9	5993.37	9.41	181.07211999999998	1.9175200000000001	GBT	0.07	0.0	0.71	1	0	0.0	0.0	0.0	0	10034	14.24	20076	14.1	14.03	14.03	14.1	14.1	0.0	0	0.0	0
rs0667	5566.8	5569.96	9.73	181.07207	3.8731800000000005	ALFALFA	1.88	0.1	2.43	0	0	0.0	0.0	0.0	0	11092	11.42	21223	11.39	12.19	12.19	11.84	11.84	0.82	0	1.14	0
rs0668	6658.0	5993.37	9.37	181.07605	1.69997	ALFALFA	0.34	0.0	2.88	1	0	0.0	0.0	0.0	0	10034	14.24	21217	13.32	14.03	14.03	12.57	12.57	0.0	0	0.0	0
rs0669	7016.6	5993.37	10.55	181.07908999999998	1.84843	ALFALFA	0.5	0.0	2.81	1	0	0.0	0.0	0.0	0	10034	14.24	21217	13.32	14.03	14.03	12.57	12.57	0.0	0	0.0	0
rs0670	6109.5	6023.46	10.75	181.08324	1.56749	ALFALFA	0.62	0.0	2.94	1	0	0.0	0.0	0.0	0	10034	14.24	21224	12.8	14.03	14.03	12.98	12.98	0.0	0	0.0	0
rs0672	6845.9	5993.37	9.47	181.10488999999998	1.64735	AO	0.13	0.0	1.03	1	0	0.0	0.0	0.0	0	10034	14.24	21217	13.32	14.03	14.03	12.57	12.57	0.0	0	0.0	0
rs0673	5819.9	5993.37	11.63	181.11261000000002	1.89612	ALFALFA	0.73	0.0	2.92	1	0	0.0	0.0	0.0	0	10034	14.24	20076	14.1	14.03	14.03	14.1	14.1	0.0	0	0.0	0
rs0674	6522.3	5993.37	9.13	181.11512	1.7485400000000002	ALFALFA	0.35	0.0	2.91	1	0	0.0	0.0	0.0	0	10034	14.24	0	0.0	14.03	14.03	0.0	0.0	0.0	0	0.0	0
rs0675	6263.9	5993.37	9.79	181.12033	1.89435	ALFALFA	0.26	0.0	2.91	1	0	0.0	0.0	0.0	0	10034	14.24	20076	14.1	14.03	14.03	14.1	14.1	0.0	0	0.0	0
rs0676	5046.1	4949.83	9.65	181.12272	1.94003	GBT	0.14	0.0	1.0	1	0	0.0	0.0	0.0	0	11090	12.14	21221	12.07	10.58	10.61	11.8	11.8	0.0	0	0.0	0
rs0677	5892.1	5864.29	9.01	181.12441	2.4485799999999998	ALFALFA	1.39	0.05	2.56	0	1	1.35	0.05	1.3	1	13661	11.47	23927	11.35	12.53	12.53	12.26	12.26	0.48	0	0.43	0
rs0679	5841.7	5864.29	9.13	181.12848	2.34337	ALFALFA	0.87	0.1	2.82	0	0	0.0	0.0	0.0	0	13661	11.47	23927	11.35	12.53	12.53	12.26	12.26	0.48	0	0.43	0
rs0680	5868.2	5864.29	9.55	181.13407	2.45319	ALFALFA	1.39	0.05	2.56	0	1	1.44	0.08	0.4	1	13661	11.47	23927	11.35	12.53	12.53	12.26	12.26	0.48	0	0.43	0
rs0681	5462.6	5993.37	10.69	181.14174	1.80191	ALFALFA	0.55	0.0	2.93	1	0	0.0	0.0	0.0	0	10034	14.24	20076	14.1	14.03	14.03	14.1	14.1	0.0	0	0.0	0
rs0682	6536.3	5993.37	10.15	181.14186999999998	1.7382400000000002	GBT	0.22	0.0	1.54	1	0	0.0	0.0	0.0	0	10034	14.24	21217	13.32	14.03	14.03	12.57	12.57	0.0	0	0.0	0
rs0683	5871.7	5993.37	9.31	181.14498	1.8424099999999999	ALFALFA	0.28	0.0	2.73	1	0	0.0	0.0	0.0	0	10034	14.24	20076	14.1	14.03	14.03	14.1	14.1	0.0	0	0.0	0
rs0684	6298.6	5993.37	9.17	181.15223999999998	2.04754	ALFALFA	0.33	0.0	3.01	1	0	0.0	0.0	0.0	0	10034	14.24	0	0.0	14.03	14.03	0.0	0.0	0.0	0	0.0	0
